id,text
263044104500420609,Sandy be soooo mad that she be shattering our doors and shiet #HurricaneSandy
263101347421888513,Neighborly duties. @Cory_Kennedy arrives to the rescue sporting some spelunking equipment #sandy @ 300 Squad http://t.co/QbpGdm3w
263298821189156865,I don't know how I'm getting back to Jersey since the trains and subways aren't running...
262914476989358080,Already flooded so much #SANDY @ Hoboken http://t.co/MPhft4a8
262991999911743490,"On that note, i pray that everyone stays safe, and keeps a positive attitude ! #godisgood"
262767536540643329,@codyfinz my house is creeking... Does that mean she's trying to break in?
262653983838048256,debating going home in prep for #sandy
262771779553087488,By 11am it's going to be 100% chance of rain #HurricaneSandy
263047213490507776,@newscaster we are 5 blocks from the water. First two blocks were evacuated. Sounds like a train just went by. Stay safe! Thanks.
263041963757031425,"It's crazy out there, not gonna lie I'm kind of scared."
263160409115222016,@israilov1012 god bless them ! Lmao the wind calmed down a little so thats good
262977078201298944,One more shower before the power goes out lol
263040678920081408,"@marcushasfun- u were a guest star in my dream last night, &amp; 2day I noticed Marcus Garvey Park on a NYC #hurricane map! http://t.co/LQ2Kpif0"
262738370759905280,"Word to the wise, make sure you have cash on u in case of a prolonged power outage &amp; charge all ur phones, iPads, etc."
263148068365533186,Stop with this silly snow hoax. We all know this is a global warming hurricane... @slackadjuster @severestudios @reedtimmerTVN
262646509324103681,Emily's air mattress is our Noah's Ark. Two of every type (of boxed wine) #sandy
262643581859266560,When the lights in the elevator you're in go out and you're stuck in darkness #hurricanesandy
262980126306889729,The Statue of Liberty as seen from near Battery Park. #sandy #hurricanesandy  @ Battery Park City http://t.co/0MZy2IXX
262684238896300032,I wanna go to the beach but I don't wanna die
263118773664485376,RT @KatEdorsson: #SANDY &amp; #A-ROD Damn dude... What is this world coming too http://t.co/GZgV9jnM     too funny LOL!!
263139442183790593,"@nicoledandrea yea, just hoping my windows hold. They're shaking but they're all new so fingers crossed. Hope all is well on your end"
262937571376627714,Water levels be rising!!! (@ Long Island City Piers) [pic]: http://t.co/D9VVuCPo
262608654115696640,"dearest @andre_kamp, i love you. wish you were in the storm with us. http://t.co/f4ehKQQA"
263139066609025024,BREAKING: RT @youranonnews: #NYC #Sandy - FDNY on scanner confirmed fuel leak contamination. Drink bottled water. Boiling will not help.
263071168569962496,My power keep goin in and out
263006493832536064,@Max_D_tho smokin during a hurricane is hard as hell lol
263207263735521280,Things are bad out there @ West Orange Police Dept http://t.co/elNnbJwG
262743912622481410,"If only I was stormed in with @Twink_ie &amp; @GiBaby_ My only survival needs. Stay safe, love you"
263065687252160512,Power's been cut to lower Manhattan and our lights are flickering....!
262816572635230209,Pre Sandy Calm @ Patsy &amp; Eddie's Boli-Stoli Factory http://t.co/2zE2rPiN
263042795672064000,Guys!!!! It's getting really bad out there now!!! Hope everyone  @ Frankenstorm Apocalypse - Hurricane Sandy http://t.co/sRvSO8kj
262951342073597953,good bye Astoria #hurricanesandy on the way @ Astoria Park http://t.co/WBqWIqHU
263101007012179968,Hide yo kids hide yo wives #Sandy
262707609717575680,Ok - goodbye New Yorkers. I'm outta here! Good luck with the #frankenstorm and stuff...
263112104985374720,And out goes my power
263090700944556032,"I dont even care about the power, I just want this storm to be over"
262943710227087360,Really don't mind this sandy thing unless the power goes out
262743175431602176,@stephennyr89 cause I seen people post pictures of flooding &amp; puddles .. Didnt know what was going on out there haha
263077258338639872,Oh my god there's an emergency alert in my area I'm fucking scared http://t.co/h5ZoNDkG
263013628167462913,@jacquelinetweet we just happen to be surrounding a tray of vodka Kelly right now while sheltering in our building haha #hurricanefestival
263040368797446146,@SwagisLethal But around 6-8pm with the high tide we will have bad flooding
263400823873212416,@Prarthana_xo I have electricity come over later
262652972754956288,Can't believe one of the twitter accounts for the hurricane is actually tweeting/promoting4Obama. Be funny bout the storm not talk politics
263325109706702848,@Jikankun @ManaPuddingFox no power in town. both doing fine. driving sucks.
263326119359561728,Lots of people out in #BayRidge #Brooklyn checking out the storm damage. #sandy #sandyaftermath
263284448395665408,"No power, out driving the jeep and charging my phone. Trees down, Does not look like are getting power anytime soon."
262630144806629377,The hurricane updates are most interesting than the Jets games.
262807854363332608,I should of went to a hurricane sandy party..I'm so bored I'm tweeetin my biscuits off over here #bored #awake
263079317855141889,"No power, no problem! #blackout #sandy #eastvillagenyc #newyork #hurricanecowboys  @ East Village http://t.co/84LtDMIZ"
263060018604171264,@toodopekay_ yea lets hope it pass us quick
262955065843785728,@Valerie_Mia how is it by you Valerie? It's really windy over here.
262614239242510336,Hurricane sandy can suck it
262989476702326787,Frankenstorm? More like zombie apocalypse. (at Manhattan) [pic]  http://t.co/kyzTKAog
263342869325164544,West side highway downtown is a swimming pool @FrankBeach_  @ Riverside Park North http://t.co/F7uL15nX
262813839949692929,Moving Target! (@ Frankenstorm Apocalypse - Hurricane Sandy w/ 1057 others) http://t.co/ap6Pdf6X
263185035681738752,"Wind Advisory issued for Union Center, NJ http://t.co/elByuKlj"
263004516172058624,"@Robyouells hey brotha, how u dealing with this weather?"
263089595971952640,"@jessicadelfino: Any chance #Mitt #Romney made this hurricane? #Sandy Our fault bc we depend on govt subways, roads and FEMA. Right?"
262680233738645504,What if the power goes out and I'm left with raw cupcakes? That would just be fucked.
262606602237001728,"Hide your children, hide your wives! (@ Frankenstorm Apocalypse- Hurricane Sandy w/ @beer4molly @y_vo) http://t.co/cwZpTNB7"
263069052413554688,omg a huge tree just fell in my backyard so close to my house. this is too scary!
262718511644803072,I'm at Frankenstorm Apocalypse - Hurricane Sandy w/ @sarahjgiann http://t.co/lrH0HeaJ
263087851187621888,Water has officially entered my house.
262676509788082178,Why ppl crying and taking sandy serious? She's just a squirrel.
263083076362584065,Storm is supposed to die down around midnight. 3 more hours of hell.
263077841460162562,Keep hearing a crazy grinding and lights keep flickering but thankfully we're still lit up here in Bayonne! #Sandy #sandyn12nj
262968641799192578,Who wants to o looting when sandy hits?!
263011844149616640,@capitalV @macnrg The CALM before the storm...is over! http://t.co/L6NVT8BM
262661185541918720,@James_Yammouni   good morning! Please pray for your USA east coast fans like me because a horrible hurricane is hitting us very soon 10
262796633417326592,@Heady_Mo Rd better be safe that shit gonna hit tomorrow lol
262711015056224257,these hurricane sandy tweets are so hilarious tho
263118055389925376,"There's a lot of good cops,volunteers, and emergency responders out there risking it all.. Thanks &amp; my thoughts are with you #hurricanesandy"
263406380503924736,Thank god not every place was affected by the storm! (@ Uncle Louie G's Italian Ices &amp; Ice Cream) http://t.co/NWqRvNip
262679622796333057,I'm at Frankenstorm Apocalypse - Hurricane Sandy w/ @megtowe http://t.co/p56xmALz
263138359256424449,"Riding out Sandy @ my in-laws in Leonardo, NJ. My town of Keansburg, NJ is a lake!"
262647289422675969,lol @ my aunt saying she's not evacuating because a certain family by her house will be just waiting to steal everybody's shit #realtalk
263075125472161792,U think hurricane Sandy is bad just wait till Hurricane Selver comes hehe
262855354738692097,Ok people so I have to work keep me in your prayers many thanks #sandy2012
262753449316319232,What even iz a hurricane...
262661164306161664,@MilanaMay we are all in this together! #sandy #ssaf
263320839649386498,considering rt 18 has become the raritan river I'm thinking no classes for RU tomorrow
262559021054189568,Oh saamn sandy is basically already here if she boutta enter brigatine
263056413461454848,Watching a movie on Netflix with baby and family &lt;3 perfect way to have a sick night with a hurricane outside lol.
262589357322555393,So if I end up dying in this hurricane can I at least be drunk and eating sushi??
263405109239742464,"East side, west side, power off, power on - looking west from 3rd ave @ 30th http://t.co/aOwU7UEE"
262684423751864320,Waterfront Strike Team #hurricane #sandy #hoboken #nj @scottygo  @ City of Hoboken http://t.co/75aGDUf8
262979291824926720,"@GaryBYoung it's not that bad, a lot of flooding in the islands, driving around on the mainland right now http://t.co/MyiUUQqI"
262912428759736320,@RyanNewYork just got done walking my two dogs through Bushwick. You'll make it! I didn't see too much open though.
263279305746964480,Sandy stop me from watching bad girls club reunion last night....freakin bitch!!
262633373510533120,@Jrizz1795 honestly with everything the news is saying I think the world is ending. #thedayaftertomorrow
262642621531426817,My heart is there ..... (@ Frankenstorm Apocalypse - Hurricane Sandy w/ @wolfsmak) http://t.co/Nv4lfJN2
262743238941765632,@Drtysxyministry @fathertim @scottagunn @vapriestess @revlucymeg it's all over but the waiting now. Very little we can do here to prepare.
262734521659711489,@phillipspaeth: I'm eating pop tarts in my bathtub shut up a storm is coming. pic please or better yet can I join you - I love pop tarts.
263048431382179840,@Real_Liam_Payne Follow me or I will send hurricane sandy to the uk. I TAKE THAT BACK BBY IM SORRY
262591657663410176,NYC schools never close I've got a bad feeling about this #Sandy
263130642429116416,We don't approve of this message.  #fuckoffsandy #marijuana #lmao #wut
263336375468834816,It's 2012.  Why can't our phones &amp; laptops build ad-hoc mesh networks easily during disasters / outages?
263380223045804034,All I want is my power back
263258023756185602,@IzabellaJG thanks! I'm in an area that's barely damaged but thankyou anyway!
263110667467358209,@Bravotv: It's almost time for #AndysHurricaneParty. RT if you're watching and staying safe!!! #sandy #WWHL. I wud but have no power!!
263067712010465280,Attention everyone I lost power
263356117785124865,"Yup, that happened. #sandy  @ Trinity Church Cemetery &amp; Mausoleum http://t.co/z5gtDlqN"
262662861820665856,"Where everybody at ? ,  Hurrican Sandy got niggas Shook !"
263414068730290177,one of many unbelievable images #Sandy (@ Sandy Aftermathpocalypse 2012 w/ 271 others) [pic]: http://t.co/VT2XMlhY
262911846313504768,"Someone's ready for #hurricanesandy! @ West Orange, NJ http://t.co/KRnnZL7M"
262925607426478080,Staying home because of the hurricane &lt; Bagels @ La Bagel Delight http://t.co/5NagKRM3
263102037389094912,I get scared letting the dogs out. I don't want them to blow away ! Especially my westie.
263072687516164096,@VioRuff omg bubbles im in the red zone im fucking scared to death. The waters gonna come ip.
262666004532973568,I kinda scared of this hurricane I don't even know where to park my car.. Maybe under a bridge but with my luck the bridge will collapse
262603880955785216,(((((I'm actually really freaked out about the storm)))))
263338724044201984,#sandy strikes again @ McCarren Park Track http://t.co/3wKhOJsl
262935871580426241,While everyone is worrying about their houses in Barnegat my brother is on the island during this whole thing
263021190686310400,@ChekaDatBITCH with what power it's about to go out
263070644038680576,So I had this brilliant idea that I could watch some TV on my laptop! Then I realized... Shit. No Internet.  #fail
262757245773819904,All curled up in bed! #warm #cozy #hurricanesandy @ home http://t.co/FYHUUobb
262676424060698624,Ugh. Not good already #hurricane #sandy #KEYPORT (@ Keyport Waterfront) [pic]: http://t.co/mkf3TyZj
262654233663377408,It's a frenzy out there - lines even to get M&amp;Ms. #Sandy And #Starbucks closed early so no coffee either!
263141495060709376,"Throat hurts, body aches and no cable/Internet #miserable #sandy"
263092749107081216,@julietmueller @darrahlaing no fucking way..island heights is about to be an island once again
263308880031920130,"Hey, New Yorkers! Here's how Romney is helping us out. Every three blocks gets to share a can of beans. http://t.co/pJpyRSOt"
263390846710333440,@JonathanRKnight I Live in queens didn't get it that bad but around the block and the next two blocks got hit hard
263352251907719168,relief hath been provided for displaced victims of manhattan. @ lady hoop's lounge http://t.co/IYjWM40U
262936103382814724,My dad &amp; mom will be heart broken if the place they first laid their eyes on each other (surfclub) is destroyed.
263399923641368577,@MarissaSmilesX0 whydont u come to Frankies we got power
263037502493978624,There goes the atlantic city pier http://t.co/R8IfhxLG
262576994762510337,Time to stock up on tacos and chili before the storm! With @alainabrowne @ambienttraffic &amp; @angrywayne. [pic]: http://t.co/fQBbkn0D
262678811433373696,@angelafritz so do they ever make you go out in a storm to report on how shitty the storm is? I've always wondered how that happens
262959453165461504,My tree about to fall da fukkk... Sandy http://t.co/QJOdiFmf
263091814175739904,Very eerie red glow on the distance. Transformers blowing up all around us. http://t.co/OIwVAXrU
263084361342124032,Parts of brooklyn and manhattan are flooding and there are many power outages. I'm still good though.
262965013420072960,@Maxgschneider aren't you still in Canada? Just in case you're not be safe &lt;3
262958539390193665,So this is just a taste of #sandy at the Jersey Shore http://t.co/Mjv1NHVr
263366336242122753,@Tim_Shopp in all seriousness can you come home why didn't u evacuate to my house plzsleepover
262940019805806592,Fwd NY&amp;NJ 115pm Park ave Shul and sitt Shul and By 530pm no lights all pray in deal shul has generator Be careful Dougies open 7325170300
263348182178734080,"Sandy Update: I ate eggs and pork roll at 11am, at least 6 hours after I lost power. My tummy hurts a little now."
262608089931452417,The beach is pretty much deserted at this point. No more surfers. #sandy  @ Far Rockaway Beach http://t.co/L6CWIdra
262597717988110337,#frankenstorm #hurricanesandy is really messing up my skateboarding schedule.
262959299339374592,@juliiaarose: Look we are under water too !! http://t.co/pNGhErlp your an ass hahaha
262574197497278464,Be prepared for storm dont take it lite charge phones and laptops
